Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Unit_Price,Quantity,Revenue,Profit,Channel,Year,Month_Name,Quarter
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Men's Athletic Footwear,43.00,190,817,236.93,Outlet,2021,October,4
Walmart,1197831,2020-10-26,South,Texas,Houston,Men's Apparel,30.00,195,585,187.20,Outlet,2020,October,4
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Men's Athletic Footwear,37.00,218,806.6,403.30,Online,2021,October,4
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Athletic Footwear,50.00,160,800,416.00,Outlet,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Street Footwear,48.00,165,792,396.00,Online,2021,October,4
Sports Direct,1197831,2021-10-22,South,Texas,Dallas,Men's Apparel,47.00,168,789.6,292.15,Outlet,2021,October,4
Sports Direct,1197831,2021-10-05,South,Texas,Dallas,Women's Apparel,33.00,236,778.8,459.49,Outlet,2021,October,4
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Apparel,56.00,138,772.8,370.94,Online,2021,October,4
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Men's Athletic Footwear,38.00,203,771.4,362.56,Outlet,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Men's Street Footwear,68.00,113,768.4,361.15,Online,2021,October,4
Kohl's,1185732,2021-10-14,West,Wyoming,Cheyenne,Men's Athletic Footwear,44.00,174,765.6,306.24,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Men's Street Footwear,64.00,119,761.6,403.65,Online,2021,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Men's Street Footwear,36.00,210,756,393.12,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Apparel,57.00,131,746.7,231.48,Outlet,2021,October,4
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Apparel,46.00,162,745.2,290.63,Outlet,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Athletic Footwear,50.00,149,745,394.85,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Apparel,53.00,140,742,385.84,Outlet,2021,October,4
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Women's Apparel,39.00,190,741,429.78,Outlet,2021,October,4
Sports Direct,1197831,2021-10-11,South,Texas,Dallas,Women's Apparel,45.00,161,724.5,507.15,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.00,142,724.2,354.86,Online,2021,October,4
Foot Locker,1185732,2021-10-09,Southeast,South Carolina,Charleston,Women's Street Footwear,41.00,176,721.6,281.42,Online,2021,October,4
Foot Locker,1185732,2021-10-09,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41.00,176,721.6,288.64,Online,2021,October,4
West Gear,1185732,2021-10-12,Northeast,New York,Albany,Men's Athletic Footwear,46.00,156,717.6,330.10,Online,2021,October,4
Foot Locker,1185732,2021-10-17,Northeast,Delaware,Wilmington,Men's Street Footwear,56.00,128,716.8,322.56,Online,2021,October,4
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Apparel,53.00,135,715.5,350.60,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Apparel,68.00,105,714,264.18,Online,2021,October,4
Sports Direct,1185732,2021-10-19,Midwest,Michigan,Detroit,Women's Apparel,52.00,137,712.4,498.68,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Athletic Footwear,50.00,142,710,326.60,Online,2021,October,4
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Athletic Footwear,56.00,126,705.6,458.64,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Street Footwear,46.00,153,703.8,295.60,Outlet,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Athletic Footwear,45.00,155,697.5,383.63,Online,2021,October,4
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Men's Street Footwear,31.00,225,697.5,299.93,Outlet,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Athletic Footwear,38.00,182,691.6,297.39,Outlet,2021,October,4
Kohl's,1185732,2021-10-14,West,Wyoming,Cheyenne,Men's Apparel,54.00,128,691.2,304.13,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Men's Street Footwear,44.00,157,690.8,324.68,Outlet,2021,October,4
Sports Direct,1197831,2021-10-12,South,Texas,Dallas,Men's Street Footwear,38.00,181,687.8,378.29,Online,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Street Footwear,57.00,120,684,307.80,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Athletic Footwear,47.00,145,681.5,361.20,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Apparel,65.00,104,676,392.08,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Athletic Footwear,39.00,173,674.7,256.39,Outlet,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Men's Street Footwear,53.00,126,667.8,367.29,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.00,142,667.4,347.05,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Street Footwear,59.00,113,666.7,366.69,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Athletic Footwear,37.00,179,662.3,251.67,Outlet,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Men's Street Footwear,55.00,120,660,330.00,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Apparel,64.00,102,652.8,254.59,Online,2021,October,4
Sports Direct,1185732,2021-10-06,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.00,196,646.8,297.53,Online,2021,October,4
Sports Direct,1197831,2021-10-04,South,Alabama,Birmingham,Women's Street Footwear,33.00,196,646.8,355.74,Outlet,2021,October,4
Walmart,1128299,2021-10-12,West,Hawaii,Honolulu,Men's Street Footwear,52.00,124,644.8,257.92,Online,2021,October,4
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Men's Athletic Footwear,38.00,169,642.2,327.52,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Athletic Footwear,37.00,173,640.1,345.65,Online,2021,October,4
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Men's Street Footwear,30.00,213,639,281.16,Outlet,2021,October,4
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Men's Athletic Footwear,29.00,219,635.1,298.50,Outlet,2021,October,4
Kohl's,1185732,2021-10-10,Northeast,New Jersey,Newark,Men's Street Footwear,53.00,119,630.7,290.12,Online,2021,October,4
West Gear,1185732,2021-10-12,Northeast,New York,Albany,Women's Street Footwear,46.00,137,630.2,252.08,Online,2021,October,4
Sports Direct,1185732,2021-10-06,Southeast,North Carolina,Charlotte,Men's Apparel,42.00,149,625.8,294.13,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Athletic Footwear,34.00,184,625.6,281.52,Outlet,2021,October,4
Sports Direct,1197831,2021-10-12,South,Alabama,Birmingham,Men's Apparel,40.00,155,620,291.40,Outlet,2021,October,4
Sports Direct,1197831,2021-10-04,South,Alabama,Birmingham,Women's Street Footwear,43.00,144,619.2,396.29,Online,2021,October,4
Sports Direct,1185732,2021-10-19,Midwest,Michigan,Detroit,Men's Athletic Footwear,37.00,167,617.9,315.13,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Street Footwear,55.00,112,616,252.56,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Apparel,44.00,140,616,246.40,Outlet,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Street Footwear,36.00,170,612,257.04,Outlet,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Apparel,58.00,105,609,261.87,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Apparel,34.00,179,608.6,359.07,Outlet,2021,October,4
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Men's Street Footwear,39.00,156,608.4,304.20,Online,2021,October,4
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Women's Street Footwear,32.00,190,608,267.52,Outlet,2021,October,4
West Gear,1185732,2021-10-12,Northeast,New York,Albany,Women's Athletic Footwear,45.00,135,607.5,249.08,Online,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Women's Apparel,73.00,83,605.9,242.36,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Street Footwear,30.00,201,603,277.38,Outlet,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Apparel,59.00,102,601.8,264.79,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Street Footwear,36.00,167,601.2,306.61,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Street Footwear,35.00,171,598.5,221.45,Outlet,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Apparel,42.00,142,596.4,393.62,Online,2021,October,4
Sports Direct,1197831,2021-10-08,South,Texas,Dallas,Women's Street Footwear,41.00,144,590.4,307.01,Online,2021,October,4
Sports Direct,1197831,2021-10-13,South,Texas,Dallas,Men's Athletic Footwear,27.00,218,588.6,264.87,Outlet,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Street Footwear,34.00,173,588.2,270.57,Outlet,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Athletic Footwear,34.00,173,588.2,247.04,Outlet,2021,October,4
Sports Direct,1185732,2021-10-24,Northeast,Maryland,Baltimore,Men's Street Footwear,52.00,113,587.6,317.30,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Apparel,72.00,81,583.2,279.94,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Men's Apparel,59.00,98,578.2,179.24,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Athletic Footwear,33.00,175,577.5,242.55,Outlet,2021,October,4
Sports Direct,1197831,2021-10-05,South,Alabama,Birmingham,Women's Athletic Footwear,44.00,131,576.4,420.77,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Athletic Footwear,51.00,113,576.3,236.28,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Women's Apparel,64.00,90,576,224.64,Outlet,2021,October,4
West Gear,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Apparel,71.00,81,575.1,304.80,Online,2021,October,4
Sports Direct,1185732,2021-10-11,Midwest,North Dakota,Fargo,Men's Street Footwear,49.00,116,568.4,267.15,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Street Footwear,32.00,176,563.2,304.13,Online,2021,October,4
Foot Locker,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,54.00,104,561.6,258.34,Online,2021,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Women's Apparel,38.00,147,558.6,351.92,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Street Footwear,31.00,179,554.9,233.06,Outlet,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Street Footwear,41.00,135,553.5,265.68,Online,2021,October,4
Sports Direct,1197831,2021-10-03,South,Texas,Dallas,Women's Athletic Footwear,41.00,135,553.5,304.43,Outlet,2021,October,4
Sports Direct,1197831,2021-10-04,South,Texas,Dallas,Men's Apparel,37.00,149,551.3,220.52,Outlet,2021,October,4
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Apparel,37.00,149,551.3,264.62,Outlet,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Street Footwear,43.00,128,550.4,187.14,Outlet,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Street Footwear,42.00,131,550.2,280.60,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Men's Street Footwear,39.00,140,546,202.02,Outlet,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Men's Apparel,47.00,116,545.2,119.94,Outlet,2021,October,4
Sports Direct,1185732,2021-10-06,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,34.00,160,544,293.76,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Apparel,50.00,108,540,253.80,Online,2021,October,4
Sports Direct,1185732,2021-10-19,Midwest,Michigan,Detroit,Men's Apparel,48.00,112,537.6,295.68,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Street Footwear,41.00,131,537.1,273.92,Online,2021,October,4
Sports Direct,1197831,2021-10-06,South,Alabama,Birmingham,Men's Apparel,48.00,111,532.8,314.35,Online,2021,October,4
Amazon,1185732,2021-10-20,Northeast,Maine,Portland,Men's Street Footwear,38.00,140,532,260.68,Online,2021,October,4
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32.00,166,531.2,318.72,Outlet,2021,October,4
Sports Direct,1185732,2021-10-17,Northeast,Massachusetts,Boston,Men's Street Footwear,40.00,132,528,174.24,Outlet,2021,October,4
Kohl's,1185732,2021-10-14,West,Wyoming,Cheyenne,Women's Street Footwear,42.00,125,525,241.50,Online,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,62.00,84,520.8,276.02,Online,2021,October,4
Walmart,1185732,2021-10-20,South,Mississippi,Jackson,Men's Street Footwear,24.00,216,518.4,238.46,Outlet,2021,October,4
Sports Direct,1197831,2021-10-01,South,Alabama,Birmingham,Women's Apparel,36.00,143,514.8,386.10,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Men's Athletic Footwear,27.00,190,513,220.59,Outlet,2021,October,4
Sports Direct,1185732,2021-10-06,Southeast,North Carolina,Charlotte,Women's Street Footwear,34.00,150,510,260.10,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Apparel,56.00,91,509.6,224.22,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Apparel,41.00,123,504.3,186.59,Outlet,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Street Footwear,48.00,105,504,236.88,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Apparel,47.00,107,502.9,145.84,Outlet,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Apparel,46.00,109,501.4,155.43,Outlet,2021,October,4
Foot Locker,1185732,2021-10-30,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42.00,119,499.8,334.87,Online,2021,October,4
Foot Locker,1185732,2021-10-10,Northeast,Rhode Island,Providence,Men's Street Footwear,53.00,94,498.2,249.10,Online,2021,October,4
Amazon,1185732,2021-10-26,Northeast,Maine,Portland,Men's Street Footwear,39.00,127,495.3,242.70,Online,2021,October,4
Kohl's,1185732,2021-10-17,Northeast,Delaware,Wilmington,Women's Apparel,63.00,78,491.4,270.27,Online,2021,October,4
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Men's Street Footwear,44.00,111,488.4,341.88,Online,2021,October,4
Kohl's,1185732,2021-10-14,West,Wyoming,Cheyenne,Women's Athletic Footwear,41.00,119,487.9,224.43,Online,2021,October,4
Walmart,1128299,2021-10-12,West,Hawaii,Honolulu,Women's Street Footwear,56.00,87,487.2,170.52,Online,2021,October,4
Sports Direct,1197831,2021-10-05,South,Alabama,Birmingham,Women's Athletic Footwear,36.00,135,486,325.62,Outlet,2021,October,4
West Gear,1185732,2021-10-14,Northeast,Vermont,Burlington,Women's Apparel,54.00,90,486,223.56,Outlet,2021,October,4
West Gear,1185732,2021-10-05,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,43.00,113,485.9,204.08,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Street Footwear,28.00,173,484.4,247.04,Online,2021,October,4
West Gear,1185732,2021-10-13,West,Utah,Salt Lake City,Men's Street Footwear,24.00,201,482.4,226.73,Outlet,2021,October,4
Foot Locker,1185732,2021-10-08,Midwest,Iowa,Des Moines,Men's Street Footwear,43.00,112,481.6,197.46,Online,2021,October,4
Walmart,1128299,2021-10-12,West,Hawaii,Honolulu,Women's Apparel,64.00,75,480,244.80,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Women's Athletic Footwear,40.00,120,480,168.00,Outlet,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Apparel,56.00,85,476,180.88,Online,2021,October,4
West Gear,1185732,2021-10-12,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,116,475.6,252.07,Online,2021,October,4
West Gear,1185732,2021-10-19,Northeast,West Virginia,Charleston,Men's Street Footwear,41.00,115,471.5,254.61,Online,2021,October,4
Walmart,1128299,2021-10-19,Southeast,Florida,Orlando,Men's Street Footwear,47.00,100,470,206.80,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Men's Apparel,41.00,114,467.4,154.24,Outlet,2021,October,4
Foot Locker,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Apparel,63.00,74,466.2,233.10,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Street Footwear,39.00,119,464.1,194.92,Outlet,2021,October,4
Amazon,1185732,2021-10-24,West,Alaska,Anchorage,Men's Athletic Footwear,60.00,77,462,221.76,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Apparel,53.00,87,461.1,248.99,Online,2021,October,4
Foot Locker,1185732,2021-10-17,Northeast,Delaware,Wilmington,Men's Athletic Footwear,51.00,90,459,211.14,Online,2021,October,4
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Athletic Footwear,41.00,111,455.1,273.06,Online,2021,October,4
Sports Direct,1185732,2021-10-19,Midwest,Michigan,Detroit,Women's Street Footwear,37.00,123,455.1,204.80,Online,2021,October,4
Foot Locker,1185732,2020-10-31,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39.00,116,452.4,226.20,Online,2020,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Apparel,50.00,90,450,207.00,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Apparel,47.00,95,446.5,263.44,Online,2021,October,4
Foot Locker,1185732,2021-10-20,Midwest,Missouri,St. Louis,Men's Street Footwear,34.00,131,445.4,227.15,Online,2021,October,4
Amazon,1185732,2021-10-14,South,Alabama,Birmingham,Men's Street Footwear,38.00,117,444.6,222.30,Online,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Athletic Footwear,44.00,101,444.4,288.86,Online,2021,October,4
Walmart,1128299,2021-10-12,West,Hawaii,Honolulu,Men's Apparel,63.00,70,441,123.48,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Street Footwear,42.00,105,441,207.27,Online,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Apparel,42.00,105,441,207.27,Outlet,2021,October,4
Sports Direct,1185732,2021-10-19,Midwest,Michigan,Detroit,Women's Athletic Footwear,38.00,116,440.8,220.40,Online,2021,October,4
Amazon,1185732,2021-10-24,Southeast,Kentucky,Louisville,Women's Apparel,53.00,83,439.9,219.95,Online,2021,October,4
Sports Direct,1185732,2021-10-20,South,Mississippi,Jackson,Women's Apparel,27.00,162,437.4,236.20,Outlet,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Street Footwear,46.00,95,437,201.02,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Athletic Footwear,46.00,95,437,214.13,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Apparel,39.00,112,436.8,209.66,Outlet,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Apparel,40.00,109,436,139.52,Outlet,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Men's Athletic Footwear,44.00,99,435.6,213.44,Outlet,2021,October,4
Foot Locker,1185732,2021-10-21,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,44.00,99,435.6,191.66,Outlet,2021,October,4
Foot Locker,1185732,2021-10-24,South,Texas,Dallas,Men's Street Footwear,34.00,128,435.2,269.82,Outlet,2021,October,4
Sports Direct,1197831,2021-10-09,South,Texas,Dallas,Women's Athletic Footwear,30.00,145,435,234.90,Outlet,2021,October,4
Foot Locker,1185732,2021-10-07,Northeast,Connecticut,Hartford,Women's Apparel,46.00,94,432.4,181.61,Outlet,2021,October,4
Foot Locker,1185732,2020-10-19,Southeast,Florida,Miami,Men's Street Footwear,33.00,131,432.3,194.54,Online,2020,October,4
Foot Locker,1185732,2020-10-25,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.00,135,432,194.40,Online,2020,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Men's Apparel,37.00,116,429.2,197.43,Online,2021,October,4
Amazon,1185732,2021-10-17,Northeast,Massachusetts,Boston,Women's Apparel,66.00,65,429,188.76,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Street Footwear,33.00,128,422.4,190.08,Outlet,2021,October,4
Sports Direct,1185732,2021-10-10,Northeast,New Jersey,Newark,Women's Apparel,62.00,68,421.6,223.45,Online,2021,October,4
Kohl's,1197831,2021-10-16,Midwest,Kansas,Wichita,Men's Street Footwear,29.00,145,420.5,193.43,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Street Footwear,42.00,100,420,210.00,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Street Footwear,46.00,91,418.6,205.11,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Men's Apparel,41.00,102,418.2,167.28,Outlet,2021,October,4
Foot Locker,1185732,2021-10-10,Northeast,Rhode Island,Providence,Men's Street Footwear,37.00,113,418.1,171.42,Outlet,2021,October,4
Walmart,1128299,2021-10-12,West,Hawaii,Honolulu,Women's Athletic Footwear,50.00,83,415,153.55,Online,2021,October,4
Sports Direct,1185732,2021-10-20,South,Mississippi,Jackson,Women's Apparel,33.00,124,409.2,261.89,Online,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Street Footwear,34.00,120,408,163.20,Outlet,2021,October,4
Sports Direct,1197831,2021-10-06,West,Idaho,Boise,Women's Athletic Footwear,35.00,116,406,215.18,Outlet,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Street Footwear,27.00,150,405,202.50,Online,2021,October,4
Amazon,1185732,2021-10-14,Northeast,Vermont,Burlington,Men's Athletic Footwear,54.00,75,405,238.95,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Street Footwear,37.00,109,403.3,149.22,Outlet,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Women's Athletic Footwear,41.00,98,401.8,196.88,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Street Footwear,44.00,91,400.4,192.19,Online,2021,October,4
Amazon,1185732,2021-10-13,Midwest,Ohio,Columbus,Men's Athletic Footwear,29.00,138,400.2,188.09,Online,2021,October,4
West Gear,1185732,2021-10-12,Midwest,Indiana,Indianapolis,Women's Apparel,48.00,83,398.4,211.15,Online,2021,October,4
West Gear,1197831,2021-10-23,South,Oklahoma,Oklahoma City,Men's Street Footwear,29.00,137,397.3,214.54,Online,2021,October,4
Foot Locker,1185732,2021-10-19,Northeast,West Virginia,Charleston,Women's Apparel,47.00,84,394.8,197.40,Online,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Street Footwear,32.00,123,393.6,149.57,Outlet,2021,October,4
Kohl's,1128299,2021-10-28,West,New Mexico,Albuquerque,Women's Athletic Footwear,35.00,112,392,164.64,Outlet,2021,October,4
Foot Locker,1128299,2021-10-26,Southeast,Virginia,Richmond,Men's Street Footwear,38.00,102,387.6,174.42,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Street Footwear,38.00,102,387.6,182.17,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Women's Athletic Footwear,34.00,114,387.6,151.16,Outlet,2021,October,4
Sports Direct,1128299,2021-10-15,Southeast,Georgia,Atlanta,Women's Athletic Footwear,44.00,88,387.2,193.60,Online,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Men's Apparel,44.00,88,387.2,143.26,Outlet,2021,October,4
Foot Locker,1128299,2021-10-25,West,Arizona,Phoenix,Women's Athletic Footwear,43.00,90,387,189.63,Online,2021,October,4
Foot Locker,1185732,2021-10-11,Midwest,North Dakota,Fargo,Women's Apparel,53.00,73,386.9,205.06,Online,2021,October,4
Sports Direct,1185732,2021-10-14,Midwest,South Dakota,Sioux Falls,Women's Apparel,55.00,70,385,211.75,Online,2021,October,4
Sports Direct,1197831,2021-10-10,South,Texas,Dallas,Men's Apparel,30.00,128,384,153.60,Outlet,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Apparel,51.00,75,382.5,206.55,Online,2021,October,4
Sports Direct,1197831,2021-10-01,South,Alabama,Birmingham,Women's Apparel,26.00,147,382.2,275.18,Outlet,2021,October,4
Amazon,1185732,2021-10-21,Northeast,Maine,Portland,Women's Apparel,68.00,56,380.8,201.82,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Men's Street Footwear,34.00,112,380.8,205.63,Online,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Athletic Footwear,36.00,105,378,189.00,Online,2021,October,4
Amazon,1185732,2021-10-14,South,Alabama,Birmingham,Men's Street Footwear,27.00,140,378,147.42,Outlet,2021,October,4
Walmart,1197831,2021-10-23,South,Arkansas,Little Rock,Men's Street Footwear,21.00,180,378,170.10,Outlet,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Athletic Footwear,52.00,72,374.4,187.20,Online,2021,October,4
West Gear,1128299,2021-10-26,West,Oregon,Portland,Men's Apparel,40.00,93,372,167.40,Outlet,2021,October,4
West Gear,1128299,2021-10-19,South,Louisiana,New Orleans,Women's Athletic Footwear,31.00,120,372,159.96,Outlet,2021,October,4
Sports Direct,1185732,2021-10-10,Northeast,Rhode Island,Providence,Women's Apparel,64.00,58,371.2,189.31,Online,2021,October,4
Sports Direct,1185732,2021-10-07,Northeast,Connecticut,Hartford,Men's Athletic Footwear,39.00,94,366.6,161.30,Outlet,2021,October,4
